date,ndci,pixel_count,scene_id
2024-10-21 05:14:11.555000+00:00,0.4478635554189368,139,S2A_44QND_20241021_0_L2A
2024-10-31 05:14:11.875000+00:00,0.35520311300130764,140,S2A_44QND_20241031_0_L2A
2024-11-05 05:14:07.370000+00:00,0.3098486912023611,137,S2B_44QND_20241105_0_L2A
2024-11-10 05:14:09.493000+00:00,0.2608763872358563,121,S2A_44QND_20241110_0_L2A
2024-11-20 05:14:11.053000+00:00,0.27859405417792316,137,S2A_44QND_20241120_0_L2A
2024-12-15 05:14:12.861000+00:00,0.2539736227121006,138,S2B_44QND_20241215_0_L2A
2024-12-30 05:14:12.466000+00:00,0.3171161150861225,134,S2A_44QND_20241230_0_L2A
2025-01-04 05:14:11.785000+00:00,0.18799300970992164,125,S2B_44QND_20250104_0_L2A
2025-01-14 05:14:10.631000+00:00,0.31721313186870587,140,S2B_44QND_20250114_0_L2A
2025-01-19 05:14:10.388000+00:00,0.2747552801179712,134,S2A_44QND_20250119_0_L2A
2025-02-03 05:14:13.867000+00:00,0.31245353309041285,138,S2B_44QND_20250203_0_L2A
2025-02-08 05:14:38.132000+00:00,0.2593156988022559,137,S2C_44QND_20250208_0_L2A
2025-02-13 05:14:15.581000+00:00,0.25618840213096694,141,S2B_44QND_20250213_0_L2A
2025-02-18 05:14:33.902000+00:00,0.21636610644174717,132,S2C_44QND_20250218_0_L2A
2025-02-23 05:14:15.923000+00:00,0.20222372125787802,132,S2B_44QND_20250223_0_L2A
2025-02-28 05:14:35.967000+00:00,0.25627645515979913,138,S2C_44QND_20250228_0_L2A
2025-03-10 05:14:35.086000+00:00,0.174897933746275,128,S2C_44QND_20250310_0_L2A
2025-03-15 05:14:13.564000+00:00,0.2726038839163242,140,S2B_44QND_20250315_0_L2A
2025-03-20 05:14:35.138000+00:00,0.3130883033169732,139,S2C_44QND_20250320_0_L2A
2025-03-25 05:14:14.432000+00:00,0.23860343784157986,138,S2B_44QND_20250325_0_L2A
2025-04-01 05:14:22.114000+00:00,0.27307588171629427,139,S2A_44QND_20250401_0_L2A
2025-04-09 05:14:34.434000+00:00,0.2854633383018275,134,S2C_44QND_20250409_0_L2A
2025-04-24 05:14:12.214000+00:00,0.2313323014585415,104,S2B_44QND_20250424_0_L2A
2025-04-29 05:14:33.645000+00:00,0.22067388049947717,104,S2C_44QND_20250429_0_L2A
2025-05-11 05:14:24.678000+00:00,0.3789397824487465,140,S2A_44QND_20250511_0_L2A
